,Название тура,Цена,Локация,Приб/отб,Рейтинг,Кол-во оценок,Сложность,Комфорт,Url,Тэги,Длительность,Место прожив.,Размер группы,Мин. возраст,Место встречи
18_8,Летняя Камчатка за 7 дней. Горы и океан,165000,Камчатка,"['2024-06-02', '2024-06-08']",4.9,18,0.5,Выше среднего,https://bolshayastrana.com/kamchatka/kamchatka-za-nedelyu-230383,"['Комбинированные туры', 'Экскурсионные туры', 'Пешие туры', 'Джип-туры']",7 дней,Гостевой дом,До 10 человек,6 лет,Петропавловск-Камчатский
18_10,Любимые бренды Карелии,42800,Карелия,"['2024-06-02', '2024-06-06']",4.9,193,0.25,Выше среднего,https://bolshayastrana.com/kareliya/lyubimye-brendy-karelii-22985,"['Комбинированные туры', 'Экскурсионные туры', 'Сплавы']",5 дней,Гостиница,До 50 человек,7 лет,"Россия, Республика Карелия, Сортавала"
18_11,Путешествие по пещерам и горам Урала,71800,Башкирия,"['2024-06-02', '2024-06-11']",4.9,106,0.5,"Базовый
Средний",https://bolshayastrana.com/bashkiriya/puteshestvie-po-peshcheram-i-goram-urala-17079,"['Комбинированные туры', 'Конные туры', 'Сплавы', 'Экскурсионные туры']",10 дней,Турбаза,До 15 человек,16 лет,"Республика Башкортостан, Белорецкий район, село Кага"
18_12,Джип-тур по Алтаю с треккингом на водопад Учар,135100,Алтай,"['2024-06-02', '2024-06-09']",4.8,74,0.5,"Простой
Средний",https://bolshayastrana.com/altaj/dzhip-tur-po-altayu-16951,"['Комбинированные туры', 'Джип-туры', 'Пешие туры', 'Экскурсионные туры']",8 дней,Турбаза,До 15 человек,10 лет,г. Горно-Алтайск
18_13,Добро пожаловать в Карелию. Экскурсионная программа и сплав по реке Шуя,50500,Карелия,"['2024-06-02', '2024-06-07']",4.9,194,0.5,"Средний
Выше среднего",https://bolshayastrana.com/kareliya/dobro-pozhalovat-v-kareliyu-ehkskursionnaya-programma-i-splav-po-reke-shuya-16848,"['Комбинированные туры', 'Экскурсионные туры', 'Сплавы']",6 дней,Гостиница,До 50 человек,7 лет,г. Петрозаводск
18_14,Мега-тур по Карелии,68000,Архангельская область,"['2024-06-02', '2024-06-09']",4.9,196,0.25,Выше среднего,https://bolshayastrana.com/kareliya/mega-tur-po-karelii-16847,['Экскурсионные туры'],8 дней,Гостиница,До 50 человек,7 лет,"Россия, Республика Карелия, Сортавала"
18_15,От Ладоги до Белого моря,52000,Архангельская область,"['2024-06-02', '2024-06-07']",4.9,196,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/ot-ladogi-do-belogo-morya-16846,['Экскурсионные туры'],6 дней,Гостиница,До 50 человек,7 лет,г. Сортавала
18_16,Белые ночи в Карелии. Экскурсионная программа и сплав по реке Шуя,66400,Карелия,"['2024-06-02', '2024-06-09']",4.9,190,0.5,Выше среднего,https://bolshayastrana.com/kareliya/belye-nochi-v-karelii-ehkskursionnaya-programma-i-splav-po-reke-shuya-16844,"['Комбинированные туры', 'Экскурсионные туры', 'Сплавы']",8 дней,Гостиница,До 50 человек,7 лет,г. Петрозаводск
18_17,Соловецкий архипелаг,30500,Архангельская область,"['2024-06-02', '2024-06-04']",4.9,165,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/soloveckij-arhipelag-16703,['Экскурсионные туры'],3 дня,Гостиница,До 25 человек,10 лет,г. Кемь
18_18,К центру Азии. Тур в Тыву на 3 дня,34000,Тыва (Тува),"['2024-06-03', '2024-06-05']",4.9,32,0.25,"Выше среднего
Высокий",https://bolshayastrana.com/tyva/k-centru-azii-248324,['Экскурсионные туры'],3 дня,Гостиница,До 18 человек,10 лет,"Россия, Республика Хакасия, Абакан"
18_19,Балтийский экспресс,17000,Калининградская область,"['2024-05-13', '2024-05-16']",5,57,0.25,Средний,https://bolshayastrana.com/kaliningradskaya-oblast/baltijskij-ehkspress-233644,['Экскурсионные туры'],4 дня,Гостиница,До 18 человек,8 лет,"Россия, Калининград"
18_20,Открой Владивосток,43500,Приморье,"['2024-06-03', '2024-06-10']",4.8,131,0.5,"Средний
Выше среднего
Высокий",https://bolshayastrana.com/vladivostok/otkroj-vladivostok-19105,['Экскурсионные туры'],8 дней,Гостиница,До 40 человек,7 лет,г. Владивосток
18_21,Добро пожаловать в Карелию! Путешествие по легендарным местам,44500,Карелия,"['2024-06-03', '2024-06-07']",4.9,220,0.25,Выше среднего,https://bolshayastrana.com/kareliya/dobro-pozhalovat-v-kareliyu-puteshestvie-po-legendarnym-mestam-1750,['Экскурсионные туры'],5 дней,Гостиница,До 50 человек,7 лет,г. Петрозаводск
19_0,Белые ночи. Обзорный тур по Карелии и Соловкам,60600,Архангельская область,"['2024-06-03', '2024-06-09']",4.9,205,0.25,"Средний
Высокий",https://bolshayastrana.com/arhangelskaya-oblast/belye-nochi-v-karelii-obzornyj-tur-1749,['Экскурсионные туры'],7 дней,Гостиница,До 50 человек,7 лет,г. Петрозаводск
19_1,На перекрестке двух культур. Волгоград – Элиста – Астрахань на 5 дней,36000,Калмыкия,"['2024-06-04', '2024-06-08']",4.8,33,0.25,Выше среднего,https://bolshayastrana.com/kalmykiya/na-perekrestke-dvuh-kultur-248443,['Экскурсионные туры'],5 дней,Гостиница,До 16 человек,2 года,Волгоград
19_2,"Великое Саянское Кольцо: Красноярский край, Тува, Хакасия. Этнотур",140000,Тыва (Тува),"['2024-06-04', '2024-06-13']",4.9,41,0.5,Средний,https://bolshayastrana.com/tyva/velikoe-sayanskoe-kolco-krasnoyarskij-kraj-tuva-hakasiya-ehtnotur-4774,['Экскурсионные туры'],10 дней,Гостиница,До 18 человек,12 лет,г. Красноярск
19_3,Знакомство с Сахалином,93000,Сахалин и Курильские острова,"['2024-05-20', '2024-05-26']",4.9,91,0.5,"Выше среднего
Высокий",https://bolshayastrana.com/sahalin-i-kurilskie-ostrova/znakomstvo-s-sahalinom-17592,"['Комбинированные туры', 'Экскурсионные туры', 'Джип-туры']",7 дней,Гостиница,До 25 человек,6 лет,"Россия, Сахалинская область, Южно-Сахалинск"
19_6,Сибирские каникулы. Тур на 8 дней,110000,Хакасия,"['2024-06-06', '2024-06-13']",4.9,32,0.5,Средний,https://bolshayastrana.com/hakasiya/vip-tur-sibirskie-kanikuly-246904,['Экскурсионные туры'],8 дней,Гостиница,До 7 человек,10 лет,"Россия, Республика Хакасия, Абакан"
19_7,Соловки – тайны севера,34500,Архангельская область,"['2024-06-06', '2024-06-08']",4.9,189,0.25,Средний,https://bolshayastrana.com/arhangelskaya-oblast/solovki-tajny-severa-19149,['Экскурсионные туры'],3 дня,Гостиница,До 50 человек,6 лет,Кемь
19_8,Легенды и вкусы Калмыкии. Гастрономический тур,33700,Калмыкия,"['2024-06-06', '2024-06-09']",4.9,44,0.25,"Средний
Выше среднего
Высокий",https://bolshayastrana.com/kalmykiya/legendy-i-vkusy-kalmykii-17157,['Экскурсионные туры'],4 дня,Гостиница,До 16 человек,2 года,г. Элиста
19_9,Неделя в Белокурихе. Экскурсионный тур на Алтай,44400,Алтай,"['2024-06-07', '2024-06-14']",5,115,0.25,"Средний
Высокий",https://bolshayastrana.com/altaj/nedelya-v-belokurihe-ehkskursionnyj-tur-na-altaj-247347,['Экскурсионные туры'],8 дней,Гостиница,До 40 человек,6 лет,г. Белокуриха
19_11,Верхняя Балкария и регион КМВ. Тур на выходные,15800,Кабардино-Балкария,"['2024-06-07', '2024-06-09']",4.9,162,0.25,"Выше среднего
Высокий",https://bolshayastrana.com/kabardino-balkariya/verhnyaya-balkariya-i-region-kmv-tur-na-vyhodnye-22309,['Экскурсионные туры'],3 дня,Гостиница,До 50 человек,5 лет,г. Пятигорск
19_12,Вояж к океану. Тур на Кольский полуостров,53750,Кольский полуостров,"['2024-06-07', '2024-06-09']",4.9,26,0.25,"Средний
Выше среднего",https://bolshayastrana.com/kolskij-poluostrov/voyazh-k-okeanu-18568,"['Экскурсионные туры', 'Комбинированные туры']",3 дня,Гостиница,До 8 человек,6 лет,"Россия, Мурманск"
19_13,Недельный тур по Дагестану,67300,Дагестан,"['2024-06-07', '2024-06-13']",4.9,99,0.5,Выше среднего,https://bolshayastrana.com/dagestan/nedelnyj-tur-po-dagestanu-17492,['Экскурсионные туры'],7 дней,Гостиница,До 19 человек,5 лет,г. Махачкала
19_14,Выходные в Дагестане,34000,Дагестан,"['2024-06-07', '2024-06-09']",4.9,96,0.25,Средний,https://bolshayastrana.com/dagestan/vyhodnye-v-dagestane-17486,['Экскурсионные туры'],3 дня,Гостиница,До 19 человек,5 лет,г. Махачкала
19_15,Горный лагерь в Архызе PRO. 10 горных озёр,32800,Архыз,"['2024-07-14', '2024-07-20']",4.9,99,0.75,Базовый,https://bolshayastrana.com/arhyz/gornyj-lager-v-arhyze-pro-10-gornyh-ozyor-230390,"['Комбинированные туры', 'Пешие туры', 'Экскурсионные туры']",7 дней,Палатка,До 18 человек,12 лет,"Россия, Ставропольский край, Минеральные Воды"
